base,1,2,3,4,5,6,7,8,9,10
alfonsina-storni-aspecto,alfonso-reyes-no-aqui-la-tierra-triunfa-y-manda,alfonso-reyes-veracruz,alejandra-pizarnik-solo-un-amor,alejandra-pizarnik-mi-amor-se-amplia,alfonsina-storni-sabado,alfonso-reyes-los-caballos,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonso-reyes-el-descastado,jaime-sabines-miss-x,alfonsina-storni-al-oido
alfonso-reyes-la-vecindad-del-mar-queda-abolida,alfonso-reyes-sol-de-monterrey,alfonso-reyes-los-caballos,cesar-vallejo-donde-nunca-llegaremos,cesar-vallejo-los-pasos-lejanos,alfonso-reyes-no-aqui-la-tierra-triunfa-y-manda,alfonso-reyes-veracruz,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonso-reyes-el-descastado,alfonsina-storni-sabado,alfonsina-storni-retrato-de-garcia-lorca
mario-benedetti-te-quiero,mario-benedetti-tus-manos-son-mi-caricia,mario-benedetti-corazon-coraza,mario-benedetti-porque-te-tengo-y-no,mario-benedetti-a-la-izquierda-del-roble,mario-benedetti-un-padre-nuestro-latinoamericano,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-el-paso-del-retorno,vicente-huidobro-estrella-hija-de-estrella,alejandra-pizarnik-la-enamorada,alejandra-pizarnik-ante-la-lugubre-mania-de-vivir
alejandra-pizarnik-el-miedo,alejandra-pizarnik-en-el-eco-de-mis-muertes,vicente-huidobro-el-paso-del-retorno,vicente-huidobro-balada-de-lo-que-no-vuelve,alejandra-pizarnik-la-danza-inmovil,alejandra-pizarnik-mensajeros-en-la-noche-anunciaron-lo-que-no-oimos,alejandra-pizarnik-hijas-del-viento,alejandra-pizarnik-han-venido,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa
vicente-huidobro-fatiga,alfonsina-storni-viaje,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-fiero-amor,alfonsina-storni-esta-tarde,vicente-huidobro-estrella-hija-de-estrella,vicente-huidobro-invierno-para-beberlo,alfonsina-storni-el-sueno,vicente-huidobro-18,alfonsina-storni-al-oido,alejandra-pizarnik-afuera-hay-sol
alejandra-pizarnik-en-la-mano-crispada-de-un-muerto,alejandra-pizarnik-moradas,alejandra-pizarnik-la-luz-es-demasiado-grande,alejandra-pizarnik-origen,alejandra-pizarnik-exilio,jaime-sabines-te-quiero-porque-tienes,alejandra-pizarnik-esta-mania-de-saberme-angel,jaime-sabines-vieja-la-noche,alfonso-reyes-apenas,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,cesar-vallejo-himno-a-los-voluntarios-de-la-republica
jaime-sabines-los-dias-inutiles,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,jaime-sabines-los-amorosos,jaime-sabines-pasa-el-lunes,cesar-vallejo-los-nueve-monstruos,mario-benedetti-a-la-izquierda-del-roble,alfonso-reyes-los-caballos,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonso-reyes-el-descastado,jaime-sabines-miss-x,alejandra-pizarnik--y-si-nos-vamos-anticipando
jaime-sabines-te-desnudas-igual,jaime-sabines-te-desnudas-igual-que-si-estuvieras-sola,mario-benedetti-a-la-izquierda-del-roble,jaime-sabines-me-tienes-en-tus-manos,cesar-vallejo-a-mi-hermano-miguel,alfonsina-storni-el-engano,mario-benedetti-amor-de-tarde,alejandra-pizarnik-mucho-mas-alla,alejandra-pizarnik--y-si-nos-vamos-anticipando,mario-benedetti-un-padre-nuestro-latinoamericano,alfonsina-storni-capricho-2
vicente-huidobro-sobre-la-nieve-se-oye-resbalar-la-noche,vicente-huidobro-noche,alfonsina-storni-esta-tarde,vicente-huidobro-monumento-al-mar,vicente-huidobro-el-espejo-de-agua,vicente-huidobro-el-celebre-oceano,vicente-huidobro-horas,vicente-huidobro-poema-funerario,vicente-huidobro-estrella-hija-de-estrella,vicente-huidobro-invierno-para-beberlo,vicente-huidobro-alerta
alejandra-pizarnik-solo-un-amor,alejandra-pizarnik-mi-amor-se-amplia,alfonsina-storni-al-oido,vicente-huidobro-estrella-hija-de-estrella,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,vicente-huidobro-balada-de-lo-que-no-vuelve,alfonso-reyes-morir,mario-benedetti-a-la-izquierda-del-roble,alejandra-pizarnik-cenizas,alejandra-pizarnik-la-noche-se-astillo-de-estrellas,alfonsina-storni-baja-del-cielo-la-endiablada-punta
alejandra-pizarnik-comunicaciones,alejandra-pizarnik-el-viento-me-habia-comido,alejandra-pizarnik-la-noche-se-astillo-de-estrellas,alejandra-pizarnik-cenizas,alfonso-reyes-los-caballos,alfonsina-storni-capricho-2,jaime-sabines-adan-y-eva,jaime-sabines-la-cojita-esta-embarazada,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,jaime-sabines-tlaltelolco-68,alfonsina-storni-tu-me-quieres-blanca
mario-benedetti-corazon-coraza,mario-benedetti-porque-te-tengo-y-no,mario-benedetti-tus-manos-son-mi-caricia,mario-benedetti-te-quiero,mario-benedetti-a-la-izquierda-del-roble,mario-benedetti-un-padre-nuestro-latinoamericano,alejandra-pizarnik-ante-la-lugubre-mania-de-vivir,alejandra-pizarnik-la-enamorada,jaime-sabines-te-quiero-porque-tienes,vicente-huidobro-balada-de-lo-que-no-vuelve,alfonsina-storni-tu-me-quieres-blanca
alejandra-pizarnik-mas-alla-del-olvido,alejandra-pizarnik-alguna-vez-de-un-costado-de-la-luna,alfonsina-storni-razones-y-paisajes-de-amor,alfonsina-storni-baja-del-cielo-la-endiablada-punta,alfonsina-storni-el-sueno,alfonsina-storni-amor,alfonsina-storni-esta-tarde,cesar-vallejo-mayo,alfonsina-storni-tu-dulzura,alfonsina-storni-camino-lentamente-por-la-senda-de-acacias,tirso-de-molina-sale-el-sol-por-el-cielo-luminoso
alejandra-pizarnik-mucho-mas-alla,alejandra-pizarnik--y-si-nos-vamos-anticipando,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alfonso-reyes-morir,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,jaime-sabines-pasa-el-lunes,cesar-vallejo-los-dados-eternos,cesar-vallejo-los-nueve-monstruos,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonso-reyes-el-descastado,mario-benedetti-un-padre-nuestro-latinoamericano
alfonsina-storni-animal-cansado,alfonsina-storni-quiero-un-amor-feroz-de-garra-y-diente,alfonsina-storni-frente-al-mar,alfonsina-storni-plegaria-a-la-traicion,alfonsina-storni-un-sol,alejandra-pizarnik-esta-mania-de-saberme-angel,alejandra-pizarnik-exilio,jaime-sabines-mi-corazon-emprende,alfonso-reyes-morir,cesar-vallejo-yeso,cesar-vallejo-himno-a-los-voluntarios-de-la-republica
alfonsina-storni-fiero-amor,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-el-sueno,alfonsina-storni-oh-tu,alfonsina-storni-dulce-y-sombrio,vicente-huidobro-estrella-hija-de-estrella,alfonsina-storni-un-sol,alfonsina-storni-esta-tarde,vicente-huidobro-balada-de-lo-que-no-vuelve,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alfonsina-storni-versos-otonales
alejandra-pizarnik-dias-contra-el-ensueno,alejandra-pizarnik-no-querer-blancos-rodando,alfonsina-storni-tu-me-quieres-blanca,alfonso-reyes-los-caballos,alfonso-reyes-el-descastado,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,cesar-vallejo-donde-nunca-llegaremos,alfonsina-storni-dolor,alfonsina-storni-quisiera-esta-tarde-divina-de-octubre,alfonso-reyes-quedate-callado,mario-benedetti-a-la-izquierda-del-roble
alfonso-reyes-no-aqui-la-tierra-triunfa-y-manda,alfonso-reyes-veracruz,alfonso-reyes-no-es-cuba-donde-el-mar-disuelve-el-alma,alfonso-reyes-la-habana,alfonso-reyes-el-descastado,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonso-reyes-los-caballos,vicente-huidobro-expres,alfonso-reyes-caravana,alfonso-reyes-hoy-tuvimos-noticia-del-poeta,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte
alejandra-pizarnik-tu-eliges-el-lugar-de-la-herida,alejandra-pizarnik-poema,jaime-sabines-te-quiero-porque-tienes,mario-benedetti-a-la-izquierda-del-roble,vicente-huidobro-viajero,vicente-huidobro-el-paso-del-retorno,alfonsina-storni-la-invitacion-amable,alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa,cesar-vallejo-a-mi-hermano-miguel,vicente-huidobro-balada-de-lo-que-no-vuelve
alejandra-pizarnik-y-sobre-todo-mirar-con-inocencia,alejandra-pizarnik-caminos-del-espejo,jaime-sabines-adan-y-eva,alejandra-pizarnik-ya-he-perdido-el-nombre-que-me-llamaba,alejandra-pizarnik-privilegio,alejandra-pizarnik-el-ausente,alejandra-pizarnik-la-sangre-quiere-sentarse,alejandra-pizarnik-senor,alejandra-pizarnik-el-despertar,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonso-reyes-el-descastado
emily-dickinson-pequenez,catulo-flavio-las-delicias-tuyas-a-catulo,alfonso-reyes-la-tonada-de-la-sierva-enemiga,tirso-de-molina-no-en-balde-nino-amor-te-pintan-ciego,alfonsina-storni-la-invitacion-amable,tirso-de-molina-mariscal-si-sois-cuerdo-en-esta-empresa,tirso-de-molina-un-ano-cielos-ha-que-amor-me-obliga,tirso-de-molina-coplas,alfonsina-storni-un-dia,alfonso-reyes-quedate-callado,cesar-vallejo-verano
alejandra-pizarnik-si-yo-me-atrevo,alejandra-pizarnik-sentido-de-su-ausencia,tirso-de-molina-versos-de-novela-cortesana,jaime-sabines-pequena-del-amor,alfonso-reyes-glosa-de-mi-tierra,alejandra-pizarnik-mas-alla-del-olvido,alejandra-pizarnik-alguna-vez-de-un-costado-de-la-luna,tirso-de-molina-sale-el-sol-por-el-cielo-luminoso,cesar-vallejo-mayo,alfonsina-storni-esta-tarde,alfonso-reyes-la-tonada-de-la-sierva-enemiga
alfonsina-storni-palabras-a-ruben-dario,alfonsina-storni-bajo-sus-lomos-rojos-en-la-oscura-caoba,alfonsina-storni-dulce-y-sombrio,alfonsina-storni-el-sueno,cesar-vallejo-mayo,alfonsina-storni-tu-dulzura,alfonsina-storni-camino-lentamente-por-la-senda-de-acacias,alfonsina-storni-baja-del-cielo-la-endiablada-punta,alfonsina-storni-razones-y-paisajes-de-amor,alfonsina-storni-esta-tarde,alfonsina-storni-oh-tu
mario-benedetti-no-te-rindas,jaime-sabines-pasa-el-lunes,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,cesar-vallejo-los-dados-eternos,alejandra-pizarnik--y-si-nos-vamos-anticipando,alejandra-pizarnik-mucho-mas-alla,alfonsina-storni-plegaria-a-la-traicion,mario-benedetti-un-padre-nuestro-latinoamericano,alfonsina-storni-frente-al-mar,jaime-sabines-mi-corazon-emprende,vicente-huidobro-balada-de-lo-que-no-vuelve
alejandra-pizarnik-cuando-me-miras,alejandra-pizarnik-quien-alumbra,alejandra-pizarnik-esta-mania-de-saberme-angel,alejandra-pizarnik-exilio,jaime-sabines-pequena-del-amor,alejandra-pizarnik-la-luz-es-demasiado-grande,alejandra-pizarnik-origen,alfonsina-storni-esta-tarde,alfonsina-storni-plegaria-a-la-traicion,cesar-vallejo-yeso,alfonsina-storni-alma-desnuda
catulo-preguntas-cuantos-a-mi-besares,catulo-flavio-las-delicias-tuyas-a-catulo,tirso-de-molina-versos-de-novela-cortesana,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,catulo-planid-oh-las-venus-y-los-deseos,tirso-de-molina-falsa-amistad-ladron-disimulado,tirso-de-molina-no-en-balde-nino-amor-te-pintan-ciego,alfonso-reyes-morir,catulo-pobre-catulo-que-dejes-de-hacer-lo-indebido,cesar-vallejo-los-nueve-monstruos,alfonso-reyes-la-tonada-de-la-sierva-enemiga
alfonsina-storni-noche-divina,alfonsina-storni-dulce-y-sombrio,alfonsina-storni-ay,cesar-vallejo-mayo,alfonsina-storni-esta-tarde,alfonsina-storni-fiero-amor,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-el-sueno,tirso-de-molina-sale-el-sol-por-el-cielo-luminoso,alfonsina-storni-bajo-tus-miradas,alfonsina-storni-moderna
alfonsina-storni-amor,alfonsina-storni-razones-y-paisajes-de-amor,alfonsina-storni-baja-del-cielo-la-endiablada-punta,tirso-de-molina-sale-el-sol-por-el-cielo-luminoso,vicente-huidobro-el-celebre-oceano,cesar-vallejo-mayo,alfonsina-storni-el-sueno,alejandra-pizarnik-mas-alla-del-olvido,alejandra-pizarnik-alguna-vez-de-un-costado-de-la-luna,tirso-de-molina-versos-de-novela-cortesana,alfonsina-storni-sugestion-de-un-sauce
cesar-vallejo-donde-nunca-llegaremos,alfonso-reyes-los-caballos,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonso-reyes-el-descastado,catulo-el-varo-a-mi-mio-a-sus-amores,mario-benedetti-a-la-izquierda-del-roble,cesar-vallejo-entre-el-dolor-y-el-placer-median-tres-criaturas,jaime-sabines-los-dias-inutiles,cesar-vallejo-los-pasos-lejanos,alfonso-reyes-la-senal-funesta,alfonso-reyes-morir
alfonsina-storni-el-racimo-inocente,alfonsina-storni-queja,alfonso-reyes-la-senal-funesta,tirso-de-molina-no-en-balde-nino-amor-te-pintan-ciego,alfonso-reyes-morir,alfonsina-storni-senor-senor-hace-ya-tiempo-un-dia,alfonsina-storni-el-ruego,cesar-vallejo-los-dados-eternos,alfonso-reyes-los-caballos,cesar-vallejo-los-pasos-lejanos,cesar-vallejo-himno-a-los-voluntarios-de-la-republica
mario-benedetti-no-te-quedes-inmovil,mario-benedetti-no-te-salves,mario-benedetti-a-la-izquierda-del-roble,mario-benedetti-un-padre-nuestro-latinoamericano,vicente-huidobro-solitario-invencible,alfonsina-storni-tu-me-quieres-blanca,alejandra-pizarnik-cenizas,alejandra-pizarnik-la-noche-se-astillo-de-estrellas,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alejandra-pizarnik-mucho-mas-alla,alejandra-pizarnik--y-si-nos-vamos-anticipando
alejandra-pizarnik-21,alejandra-pizarnik-he-nacido-tanto,alfonso-reyes-la-tonada-de-la-sierva-enemiga,mario-benedetti-a-la-izquierda-del-roble,alfonso-reyes-morir,mario-benedetti-un-padre-nuestro-latinoamericano,cesar-vallejo-los-nueve-monstruos,catulo-a-quien-dono-este-agradable-nuevo-librito,alfonsina-storni-el-racimo-inocente,alejandra-pizarnik-hemos-dicho-palabras,tirso-de-molina-coplas
cesar-vallejo-romeria,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,cesar-vallejo-los-nueve-monstruos,alfonso-reyes-morir,cesar-vallejo-desnudo-en-barro,cesar-vallejo-yeso,alfonso-reyes-no-aqui-la-tierra-triunfa-y-manda,alfonso-reyes-veracruz,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,alfonso-reyes-el-descastado
alfonsina-storni-duerme-tranquilo,alfonsina-storni-dijiste-la-palabra-que-enamora,alfonsina-storni-al-oido,alfonsina-storni-dulce-y-sombrio,alfonsina-storni-la-invitacion-amable,vicente-huidobro-estrella-hija-de-estrella,alfonsina-storni-resurgir,alfonsina-storni-capricho-2,jaime-sabines-miss-x,alfonsina-storni-indolencia,alfonsina-storni-a-pesar-de-mi-misma-te-amo-eres-tan-vano
alejandra-pizarnik-memoria,alejandra-pizarnik-arpa-de-silencio,alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa,mario-benedetti-a-la-izquierda-del-roble,alejandra-pizarnik-el-despertar,alejandra-pizarnik-senor,vicente-huidobro-arte-poetica,alejandra-pizarnik-solo-un-amor,alejandra-pizarnik-mi-amor-se-amplia,mario-benedetti-ngelus
alfonsina-storni-oh-tu,alfonsina-storni-fiero-amor,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-dulce-y-sombrio,alfonsina-storni-el-divino-amor,alfonsina-storni-plegaria-a-la-traicion,alfonsina-storni-el-sueno,alfonsina-storni-un-sol,alfonsina-storni-al-mirar-mis-mejillas-que-ayer-estaban-rojas,alfonsina-storni-versos-otonales,vicente-huidobro-estrella-hija-de-estrella
alejandra-pizarnik-en-un-ejemplar-de-les-chants-de-maldoror,alejandra-pizarnik-debajo-de-mi-vestido-ardia-un-campo-con-flores-alegres,vicente-huidobro-estrella-hija-de-estrella,alfonsina-storni-el-sueno,vicente-huidobro-fatiga,alfonsina-storni-resurgir,alfonsina-storni-el-cisne-enfermo,vicente-huidobro-18,alfonsina-storni-fiero-amor,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-dulce-y-sombrio
alejandra-pizarnik-y-aun-me-atrevo-a-amar,alejandra-pizarnik-mendiga-voz,jaime-sabines-te-quiero-porque-tienes,vicente-huidobro-el-paso-del-retorno,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-viajero,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alfonsina-storni-resurgir,alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa,cesar-vallejo-absoluta
jaime-sabines-adan-y-eva,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alfonsina-storni-capricho-2,jaime-sabines-tlaltelolco-68,mario-benedetti-a-la-izquierda-del-roble,cesar-vallejo-a-mi-hermano-miguel,jaime-sabines-pasa-el-lunes,alfonso-reyes-el-descastado,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,jaime-sabines-los-dias-inutiles,jaime-sabines-tarumba
alejandra-pizarnik-crepusculo,alejandra-pizarnik-la-sombra-cubre-petalos-mirados,vicente-huidobro-aqui-estamos,vicente-huidobro-18,mario-benedetti-a-tientas,vicente-huidobro-estrella-hija-de-estrella,alfonsina-storni-el-sueno,alfonso-reyes-morir,vicente-huidobro-hija,alejandra-pizarnik-ese-instante-que-no-se-olvida,alejandra-pizarnik-a-la-espera-de-la-oscuridad
alejandra-pizarnik-la-mesa-verde,alejandra-pizarnik-el-sol-como-un-gran-animal-demasiado-amarillo,jaime-sabines-adan-y-eva,mario-benedetti-ngelus,jaime-sabines-cantemos-al-dinero,alejandra-pizarnik-ojos-primitivos,alejandra-pizarnik-en-donde-el-miedo-no-cuenta-cuentos-y-poemas,catulo-el-varo-a-mi-mio-a-sus-amores,jaime-sabines-tarumba,cesar-vallejo-donde-nunca-llegaremos,mario-benedetti-amor-de-tarde
mario-benedetti-sindrome,mario-benedetti-todavia-tengo-casi-todos-mis-dientes,mario-benedetti-a-la-izquierda-del-roble,mario-benedetti-amor-de-tarde,vicente-huidobro-la-poesia-es-un-atentado-celeste,alejandra-pizarnik-el-despertar,alejandra-pizarnik-senor,mario-benedetti-un-padre-nuestro-latinoamericano,jaime-sabines-pasa-el-lunes,jaime-sabines-tlaltelolco-68,jaime-sabines-adan-y-eva
alfonsina-storni-bajo-tus-miradas,alfonsina-storni-un-sol,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-fiero-amor,alfonsina-storni-resurgir,alfonsina-storni-dulce-y-sombrio,alfonso-reyes-morir,alfonsina-storni-la-invitacion-amable,alfonsina-storni-cancion-de-la-mujer-astuta,vicente-huidobro-aqui-estamos,alfonsina-storni-oh-tu
alejandra-pizarnik-y-es-siempre-el-jardin-de-lilas-del-otro-lado-del-rio,alejandra-pizarnik-rescate,alfonsina-storni-capricho-2,alfonsina-storni-el-cisne-enfermo,alfonsina-storni-la-invitacion-amable,mario-benedetti-ngelus,cesar-vallejo-donde-nunca-llegaremos,alfonsina-storni-resurgir,alfonsina-storni-a-pesar-de-mi-misma-te-amo-eres-tan-vano,alfonsina-storni-indolencia,catulo-el-varo-a-mi-mio-a-sus-amores
alejandra-pizarnik-comunicaciones,alejandra-pizarnik-el-viento-me-habia-comido,alejandra-pizarnik-la-noche-se-astillo-de-estrellas,alejandra-pizarnik-cenizas,alfonso-reyes-los-caballos,alfonsina-storni-capricho-2,jaime-sabines-adan-y-eva,jaime-sabines-la-cojita-esta-embarazada,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,jaime-sabines-tlaltelolco-68,alfonsina-storni-tu-me-quieres-blanca
jaime-sabines-pequena-del-amor,tirso-de-molina-versos-de-novela-cortesana,alfonso-reyes-morir,alejandra-pizarnik-esta-mania-de-saberme-angel,alejandra-pizarnik-exilio,alfonso-reyes-glosa-de-mi-tierra,alfonsina-storni-alma-desnuda,alfonsina-storni-soy-un-alma-desnuda-en-estos-versos,alfonso-reyes-la-tonada-de-la-sierva-enemiga,alfonso-reyes-ausencias,alfonsina-storni-plegaria-a-la-traicion
alejandra-pizarnik-y-aun-me-atrevo-a-amar,alejandra-pizarnik-mendiga-voz,jaime-sabines-te-quiero-porque-tienes,vicente-huidobro-el-paso-del-retorno,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-viajero,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alfonsina-storni-resurgir,alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa,cesar-vallejo-absoluta
alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa,vicente-huidobro-el-paso-del-retorno,vicente-huidobro-balada-de-lo-que-no-vuelve,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,vicente-huidobro-estrella-hija-de-estrella,alejandra-pizarnik-el-despertar,alejandra-pizarnik-senor,vicente-huidobro-viajero,mario-benedetti-a-la-izquierda-del-roble,emily-dickinson-no-era-la-muerte-pues-yo-estaba-de-pie
mario-benedetti-que-golpee,mario-benedetti-arte-poetica,mario-benedetti-hagamos-un-trato,mario-benedetti-a-la-izquierda-del-roble,alfonsina-storni-buscando-raices-de-alas,alfonsina-storni-retrato-de-garcia-lorca,cesar-vallejo-espergesia,alfonsina-storni-tu-me-quieres-blanca,jaime-sabines-los-dias-inutiles,alfonso-reyes-la-tonada-de-la-sierva-enemiga,cesar-vallejo-la-rueda-del-hambriento
jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,cesar-vallejo-los-nueve-monstruos,jaime-sabines-te-quiero-porque-tienes,alejandra-pizarnik--y-si-nos-vamos-anticipando,alejandra-pizarnik-mucho-mas-alla,alfonso-reyes-el-descastado,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,jaime-sabines-pasa-el-lunes,cesar-vallejo-los-dados-eternos,cesar-vallejo-absoluta
alfonsina-storni-camino-lentamente-por-la-senda-de-acacias,alfonsina-storni-tu-dulzura,alfonsina-storni-esta-tarde,alfonsina-storni-te-acuerdas,alfonsina-storni-dulce-y-sombrio,alfonsina-storni-el-sueno,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-fiero-amor,alfonsina-storni-versos-otonales,alfonsina-storni-al-mirar-mis-mejillas-que-ayer-estaban-rojas,alfonsina-storni-palabras-a-ruben-dario
alfonsina-storni-soy-suave-y-triste-si-idolatro-puedo,alfonsina-storni-soy,alfonso-reyes-morir,alfonsina-storni-vida,cesar-vallejo-yeso,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,alfonsina-storni-oh-fiero-amor-llegaste-como-la-mariposa,alfonsina-storni-fiero-amor,alfonsina-storni-frente-al-mar,alfonsina-storni-tu-que-nunca-seras,alfonsina-storni-un-sol
catulo-pobre-catulo-que-dejes-de-hacer-lo-indebido,catulo-flavio-las-delicias-tuyas-a-catulo,alfonsina-storni-indolencia,alfonsina-storni-a-pesar-de-mi-misma-te-amo-eres-tan-vano,cesar-vallejo-himno-a-los-voluntarios-de-la-republica,alfonsina-storni-queja,catulo-planid-oh-las-venus-y-los-deseos,alfonso-reyes-morir,cesar-vallejo-los-dados-eternos,tirso-de-molina-versos-de-novela-cortesana,catulo-preguntas-cuantos-a-mi-besares
alfonsina-storni-capricho-2,alfonsina-storni-la-invitacion-amable,alfonsina-storni-resurgir,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alfonso-reyes-el-descastado,alfonso-reyes-en-vano-ensayariamos-una-voz-que-les-recuerde-algo-a-los-hombres,mario-benedetti-a-la-izquierda-del-roble,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-el-paso-del-retorno,alfonsina-storni-dulce-y-sombrio,alfonso-reyes-no-aqui-la-tierra-triunfa-y-manda
mario-benedetti-te-quiero,mario-benedetti-tus-manos-son-mi-caricia,mario-benedetti-corazon-coraza,mario-benedetti-porque-te-tengo-y-no,mario-benedetti-a-la-izquierda-del-roble,mario-benedetti-un-padre-nuestro-latinoamericano,vicente-huidobro-balada-de-lo-que-no-vuelve,vicente-huidobro-el-paso-del-retorno,vicente-huidobro-estrella-hija-de-estrella,alejandra-pizarnik-la-enamorada,alejandra-pizarnik-ante-la-lugubre-mania-de-vivir
tirso-de-molina-movido-de-mis-ruegos-febo-el-paso,tirso-de-molina-versos-de-novela-cortesana,alfonso-reyes-ausencias,tirso-de-molina-no-en-balde-nino-amor-te-pintan-ciego,tirso-de-molina-oh-premio-rico-que-a-perder-provoca,alfonso-reyes-morir,alfonsina-storni-alma-desnuda,alfonsina-storni-soy-un-alma-desnuda-en-estos-versos,tirso-de-molina-un-ano-cielos-ha-que-amor-me-obliga,tirso-de-molina-que-confusion-enmaranados-cielos,alfonso-reyes-la-tonada-de-la-sierva-enemiga
alejandra-pizarnik-el-miedo,alejandra-pizarnik-en-el-eco-de-mis-muertes,vicente-huidobro-el-paso-del-retorno,vicente-huidobro-balada-de-lo-que-no-vuelve,alejandra-pizarnik-la-danza-inmovil,alejandra-pizarnik-mensajeros-en-la-noche-anunciaron-lo-que-no-oimos,alejandra-pizarnik-hijas-del-viento,alejandra-pizarnik-han-venido,jaime-sabines-algo-sobre-la-muerte-del-mayor-sabines--segunda-parte,alejandra-pizarnik-peregrinaje,alejandra-pizarnik-llame-llame-como-la-naufraga-dichosa
alejandra-pizarnik-el-viento-muere-en-mi-herida,alejandra-pizarnik-nada,alejandra-pizarnik-exilio,alejandra-pizarnik-esta-mania-de-saberme-angel,vicente-huidobro-el-espejo-de-agua,alfonsina-storni-soy-un-alma-desnuda-en-estos-versos,alfonsina-storni-alma-desnuda,alfonsina-storni-alma-muerta,alfonsina-storni-plegaria-a-la-traicion,alfonsina-storni-versos-otonales,alfonsina-storni-al-mirar-mis-mejillas-que-ayer-estaban-rojas
